Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
dawn-of-the-planet-of-the-apes,Dawn of the Planet of the Apes,"<p>A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.</p>",4K,Media > Videos,,"4K, Action, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDAW-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781752064205_fe3c3882-3063-4a79-8def-572120d73957.jpg?v=1788285152,1,191-BLRDAW-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
my-soul-to-take,My Soul to Take,"<p>On the day the Riverton Ripper vanished without a trace, seven children were born. Today, they're all turning 16... and turning up dead.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMYS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781752132359_26cb9c83-c7a9-48dd-8c57-82d9d42e291e.jpg?v=1788285150,1,191-BLRMYS-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
critters-attack,CRITTERS ATTACK!,"<p>Mysterious alien Critters have crash-landed in a small college town, devouring every living thing they encounter. Drea and the kids she's babysitting must try desperately to save themselves from the ravenous, rolling beasts. Will Drea discover her inner badass, and will it be enough to stop the Critter onslaught?</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCRT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781752215181_be15068c-a163-4d8f-8d78-cb2e258c2884.jpg?v=1788285149,1,191-BLRCRT-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
peninsula,Peninsula,<p>This documentary explores the tranquil history of Italian surfing along with the passion and dedication of the pioneers who shaped it.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",false,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRPEN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/14HQB76qkJUKHu0MkXPre6sWS6k.jpg?v=1788285148,1,Peninsula poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,draft,barcode too long for Libib's 15-char field (18 chars)
dont-breathe-2,Don't Breathe 2,"<p>The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDNT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750995775_2abdab71-f21d-4e2e-a1b5-f21dd7a330fe.jpg?v=1788285146,1,191-BLRDNT-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
power-rangers,Power Rangers,"<p>Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRPOW-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750971671_41095359-fb9a-4c61-b734-641fe541a4e7.jpg?v=1788285145,1,191-BLRPOW-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
machete-kills,Machete Kills,<p>Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMCH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750870867_a5bed89e-fc47-430c-8a6a-3e8df69101b7.jpg?v=1788285144,1,191-BLRMCH-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
black-christmas,Black Christmas,"<p>This modern thriller offers a chilling reimagining of the classic holiday horror tale with a focus on suspense and timely social themes. The high-definition presentation captures the eerie atmosphere of a deserted collegiate campus during a winter storm, making it a gripping addition to any genre collection. It is a perfect choice for those who enjoy psychological tension blended with fast-paced slasher elements.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRBLA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750816983.jpg?v=1781751004,1,191-BLRBLA-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
cell,The Cell,"<p>During an operation to capture the head of a terrorist cell, special operations officer Saif, is injured while his partner, Amr, is killed. Saif vows to take revenge with the help of officer, Saber, who's working the same case.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCEL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750543892_6e0f5b7b-87e5-439a-a387-6c1b25371e0a.jpg?v=1788285142,1,191-BLRCEL-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
rise-of-the-planet-of-the-apes,Rise of the Planet of the Apes,"<p>A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRRIS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750361395.jpg?v=1788285141,1,191-BLRRIS-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
blue-steel,Blue Steel,"<p>When Sheriff Jake sees a man at the safe and then finds the payroll gone, he trails him. Just as he is about to arrest him, the man saves his life. Still suspicious, he joins up with the man and later they learn that Melgrove, the towns leading citizen, is trying to take over the area's ranches by having his gang stop all incoming supply wagons. With the ranchers about to sell to Melgrove, the two newcomers say they will bring in provisions.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBLU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750295037.jpg?v=1788285139,1,191-BLRBLU-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
terminator-genisys,Terminator Genisys,"<p>The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTRM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750209523_8985f330-91dd-4ea7-ad73-79b3c49ba327.jpg?v=1788285138,1,191-BLRTRM-50-001A,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
mission-impossible-fallout,Mission: Impossible - Fallout,"<p>When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMIS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750804995_c720a097-0233-4932-af79-d4786badb0d8.jpg?v=1788285137,1,191-BLRMIS-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
mr-brooks,Mr. Brooks,<p>This high-definition psychological thriller offers a gripping look into the dual life of a successful businessman with a deadly hidden addiction. The crisp picture quality and immersive audio enhance the intense atmosphere and suspenseful performances of the star-studded cast. It is a sophisticated addition to any collection for those who enjoy complex character studies and edge-of-your-seat drama.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMRB-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750734534_d2245204-986f-485c-b824-8723020a5b87.jpg?v=1788285136,1,191-BLRMRB-50-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
basic-instinct-2-collectors-edition,Basic Instinct 2 Collector's Edition,"<p>Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBAS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750662965.jpg?v=1788285134,1,191-BLRBAS-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
top-gun-2-movie-collection,Top Gun 2-Movie Collection,"<p>This collection gathers Top Gun (1986) and its sequel Top Gun: Maverick (2022), following Naval aviator Pete ""Maverick"" Mitchell across two generations of high-stakes fighter pilot training and combat.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTOP-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750738612.jpg?v=1788285133,1,191-BLRTOP-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
extreme-prejudice,Extreme Prejudice,"<p>Lean, mean Texas Ranger Jack Benteen locks horns with a former friend, Cash Bailey, now a ruthless drug kingpin. Though they're on opposite sides of the law, they share a love interest in the sensual Sarita. When a crew of rogue soldiers descends upon the border town for an off-the-books mission, all roads lead to a bloody, to-the-death showdown, as loyalties shift and the lines between good and evil are blurred.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLREXT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781750560033_79ffa3a4-f780-4955-af4f-ece925e0c883.jpg?v=1788285131,1,191-BLREXT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
kill-bill,Kill Bill,<p>This vibrant yellow track jacket features bold contrast piping and iconic character styling perfect for fans of high-energy cinema. The lightweight athletic construction offers a comfortable fit with a full-zip front and ribbed cuffs for a retro-inspired silhouette. It serves as a standout tribute piece that blends pop culture nostalgia with versatile streetwear appeal.</p>,4K,Media > Videos,,"4K, Action, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRKI2-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781749609133.jpg?v=1781749672,1,191-BLRKI2-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
becky,Becky,"<p>This high-definition physical release offers stunning visual clarity and crisp audio for an immersive home viewing experience. The disc comes in a protective case with vibrant cover art, making it a perfect addition for collectors of modern edge-of-your-seat thrillers. It is a must-have for fans of stylish cinematography and intense, fast-paced storytelling.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRBEC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781748716892.jpg?v=1781749670,1,191-BLRBEC-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
unleashed,Unleashed,"<p>Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRUNL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781749341115_d3b5730e-c3fe-4a02-a5e1-cd7429194d3d.jpg?v=1788285130,1,191-BLRUNL-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
conan-the-barbarian,Conan The Barbarian,"<p>A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCON-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781749193748.jpg?v=1788285129,1,191-BLRCON-50-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
hansel-gretel-witch-hunters-unrated-cut,Hansel & Gretel: Witch Hunters (Unrated Cut),"<p>Hansel &amp; Gretel: Witch Hunters is a 2013 dark fantasy action film starring Jeremy Renner and Gemma Arterton as the fairy tale siblings, now grown into professional witch hunters for hire.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRHAN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Hansel_and_Gretel_Witch_Hunters.jpg?v=1788285127,1,191-BLRHAN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
skyscraper,Skyscraper,<p>Experience heart-pounding action and high-stakes suspense in stunning high definition with this pulse-pounding thriller. This disc delivers crisp visual clarity and immersive audio that brings every gravity-defying stunt and intense sequence to life in your home theater. It is a must-have addition for fans of large-scale spectacles and heroic survival stories.</p>,4K,Media > Videos,,"4K, Action, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRSKY-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781748262025.jpg?v=1781748629,1,191-BLRSKY-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
windtalkers,Windtalkers,"<p>Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLYWIN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781748148721.jpg?v=1788285126,1,191-BLYWIN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
wrath-of-man,Wrath of Man,"<p>A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWRT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781748550925.jpg?v=1788285124,1,191-BLRWRT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
